truck_id,fleet_id,unit_number,make,model,year,plate,vin_stub,mpg,fuel_cost_per_gallon,driver_pay_per_mile,maintenance_cost_per_mile,fixed_cost_per_month,estimated_fuel_cost_per_mile,estimated_total_cost_per_mile,odometer_miles,avg_daily_miles,status,created_at
T0783,1024,1024-783,Mack,Anthem,2021,OK-494E81,TRAVECTIO00783VIN,6.06,3.96,0.73,0.18,2142.54,0.653,1.777,459080,341,standby,2025-09-11
T0784,1069,1069-784,Freightliner,Cascadia,2011,OK-260Q70,TRAVECTIO00784VIN,7.82,3.59,1.08,0.13,1911.61,0.459,1.86,287549,446,shop,2025-09-11
T0785,1051,1051-785,Peterbilt,579,2012,NV-603K40,TRAVECTIO00785VIN,5.14,3.92,0.56,0.08,3058.33,0.763,1.709,270098,460,active,2025-09-11
T0786,1112,1112-786,Kenworth,T680,2011,MO-328R92,TRAVECTIO00786VIN,7.7,3.82,0.92,0.27,2473.28,0.496,1.933,420439,172,shop,2025-09-11
T0787,1097,1097-787,Volvo,VNL,2024,LA-180O66,TRAVECTIO00787VIN,6.14,3.85,0.73,0.24,2096.42,0.627,1.807,602931,364,standby,2025-09-11
T0788,1043,1043-788,Volvo,VNL,2012,NY-610O50,TRAVECTIO00788VIN,7.68,4.13,0.86,0.18,2225.8,0.538,1.801,696937,250,active,2025-09-11
T0789,1034,1034-789,Volvo,VNL,2022,OK-118D61,TRAVECTIO00789VIN,6.39,3.96,0.9,0.18,2375.78,0.62,1.938,279332,455,shop,2025-09-11
T0790,1049,1049-790,Freightliner,Cascadia,2019,WI-100C87,TRAVECTIO00790VIN,7.4,3.32,0.56,0.15,2198.48,0.449,1.379,341662,452,standby,2025-09-11
T0791,1069,1069-791,Mack,Anthem,2015,NJ-620R36,TRAVECTIO00791VIN,6.89,3.55,0.58,0.2,2552.03,0.515,1.55,352318,347,shop,2025-09-11
T0792,1034,1034-792,Kenworth,T680,2016,NM-155H68,TRAVECTIO00792VIN,7.2,4.18,0.74,0.2,2734.79,0.581,1.794,397471,396,active,2025-09-11
T0793,1073,1073-793,International,LT,2023,IA-714P94,TRAVECTIO00793VIN,7.15,3.97,0.79,0.2,1478.5,0.555,1.693,368379,264,active,2025-09-11
T0794,1050,1050-794,Mack,Anthem,2018,NC-199Y94,TRAVECTIO00794VIN,7.98,4.17,0.61,0.14,2108.37,0.523,1.484,606310,392,active,2025-09-11
T0795,1067,1067-795,Freightliner,Cascadia,2016,PA-949U47,TRAVECTIO00795VIN,6.36,4.18,0.93,0.25,1874.24,0.657,2.024,394011,323,standby,2025-09-11
T0796,1052,1052-796,International,LT,2016,AZ-208B31,TRAVECTIO00796VIN,4.71,3.48,0.77,0.16,1664.21,0.739,1.835,288559,354,shop,2025-09-11
T0797,1035,1035-797,Peterbilt,579,2024,AZ-860X62,TRAVECTIO00797VIN,7.2,4.18,0.73,0.11,1440.13,0.581,1.565,558207,450,active,2025-09-11
T0798,1115,1115-798,Kenworth,T680,2020,TX-292D60,TRAVECTIO00798VIN,6.08,3.73,0.48,0.2,2015.49,0.613,1.495,417258,467,active,2025-09-11
T0799,1091,1091-799,Volvo,VNL,2024,UT-295W53,TRAVECTIO00799VIN,5.92,3.78,0.63,0.12,1597.39,0.639,1.549,569516,317,active,2025-09-11
T0800,1013,1013-800,Volvo,VNL,2011,MA-748V85,TRAVECTIO00800VIN,6.9,3.87,0.73,0.21,1692.21,0.561,1.67,305068,452,active,2025-09-11
T0801,1106,1106-801,Volvo,VNL,2018,CO-703Q27,TRAVECTIO00801VIN,6.12,3.83,0.67,0.18,2412.27,0.626,1.717,412237,391,shop,2025-09-11
T0802,1055,1055-802,Freightliner,Cascadia,2019,CA-149R65,TRAVECTIO00802VIN,4.9,3.36,0.87,0.13,2446.39,0.686,1.931,420716,406,standby,2025-09-11
T0803,1112,1112-803,Volvo,VNL,2019,NV-281W84,TRAVECTIO00803VIN,7.35,3.29,0.71,0.22,1845.58,0.448,1.563,749811,359,active,2025-09-11
T0804,1094,1094-804,Mack,Anthem,2024,SC-206M94,TRAVECTIO00804VIN,5.67,4.14,0.76,0.13,2728.4,0.73,1.893,564959,439,standby,2025-09-11
T0805,1052,1052-805,International,LT,2016,MO-493N87,TRAVECTIO00805VIN,5.98,4.13,0.89,0.18,2598.91,0.691,2.021,407030,490,active,2025-09-11
T0806,1001,1001-806,Kenworth,T680,2017,VA-401O27,TRAVECTIO00806VIN,5.83,4.15,0.88,0.17,1651.99,0.712,1.927,602229,424,active,2025-09-11
T0807,1034,1034-807,Volvo,VNL,2020,AZ-866Q48,TRAVECTIO00807VIN,5.82,4.5,0.86,0.14,2820.5,0.773,2.055,413278,393,standby,2025-09-11
T0808,1065,1065-808,Kenworth,T680,2022,CA-666U37,TRAVECTIO00808VIN,6.24,4.59,0.43,0.2,2257.73,0.736,1.592,408221,373,active,2025-09-11
T0809,1074,1074-809,Peterbilt,579,2020,AZ-397V54,TRAVECTIO00809VIN,6.51,4.28,0.78,0.16,2647.88,0.657,1.862,445039,381,active,2025-09-11
T0810,1034,1034-810,Mack,Anthem,2021,TN-615R98,TRAVECTIO00810VIN,6.16,4.2,0.93,0.24,2384.02,0.682,2.09,367719,453,active,2025-09-11
T0811,1012,1012-811,Mack,Anthem,2012,NV-460R71,TRAVECTIO00811VIN,6.04,4.24,0.63,0.19,1993.35,0.702,1.721,129051,222,standby,2025-09-11
T0812,1103,1103-812,International,LT,2021,AZ-527V78,TRAVECTIO00812VIN,6.66,4.03,0.56,0.14,2052.27,0.605,1.51,496945,432,active,2025-09-11
T0813,1118,1118-813,Volvo,VNL,2023,FL-635D13,TRAVECTIO00813VIN,6.79,4.4,0.66,0.17,2358.96,0.648,1.714,281656,370,shop,2025-09-11
T0814,1062,1062-814,Peterbilt,579,2011,CO-157G44,TRAVECTIO00814VIN,7.69,4.24,0.71,0.25,2760.8,0.551,1.787,426803,512,active,2025-09-11
T0815,1020,1020-815,Kenworth,T680,2021,MS-249B98,TRAVECTIO00815VIN,6.78,4.25,0.73,0.19,2790.04,0.627,1.826,604663,368,active,2025-09-11
T0816,1034,1034-816,Peterbilt,579,2023,WI-133L67,TRAVECTIO00816VIN,5.74,4.75,0.77,0.24,2012.09,0.828,2.039,376980,289,active,2025-09-11
T0817,1001,1001-817,International,LT,2024,CO-857R38,TRAVECTIO00817VIN,7.0,3.37,0.78,0.17,2084.84,0.481,1.639,264785,523,standby,2025-09-11
T0818,1113,1113-818,Volvo,VNL,2014,MO-903Z99,TRAVECTIO00818VIN,6.88,4.5,0.64,0.19,2095.99,0.654,1.694,424105,274,active,2025-09-11
T0819,1011,1011-819,Mack,Anthem,2021,GA-490M63,TRAVECTIO00819VIN,7.98,3.78,0.91,0.15,1463.89,0.474,1.68,377061,221,active,2025-09-11
T0820,1069,1069-820,International,LT,2011,FL-861I35,TRAVECTIO00820VIN,8.19,3.55,0.86,0.2,2223.38,0.433,1.715,442841,226,standby,2025-09-11
T0821,1034,1034-821,Volvo,VNL,2024,LA-748W92,TRAVECTIO00821VIN,6.15,4.07,0.77,0.21,1885.13,0.662,1.831,565500,269,active,2025-09-11
T0822,1067,1067-822,International,LT,2019,CA-717G34,TRAVECTIO00822VIN,8.56,4.27,0.88,0.3,2199.31,0.499,1.899,277353,359,active,2025-09-11
T0823,1075,1075-823,Volvo,VNL,2013,CO-176F32,TRAVECTIO00823VIN,4.9,4.07,0.75,0.15,2346.16,0.831,1.966,204058,413,standby,2025-09-11
T0824,1101,1101-824,Freightliner,Cascadia,2017,GA-538I81,TRAVECTIO00824VIN,7.96,3.79,0.56,0.2,2376.02,0.476,1.474,402794,311,active,2025-09-11
T0825,1027,1027-825,Peterbilt,579,2013,MN-966I10,TRAVECTIO00825VIN,6.19,3.86,0.59,0.16,2352.97,0.624,1.609,445023,281,active,2025-09-11
T0826,1001,1001-826,Volvo,VNL,2022,MA-258B29,TRAVECTIO00826VIN,8.24,3.7,0.63,0.27,1932.23,0.449,1.542,516348,295,active,2025-09-11
T0827,1012,1012-827,International,LT,2011,NV-740T94,TRAVECTIO00827VIN,7.68,4.07,0.71,0.14,2302.9,0.53,1.61,490531,330,active,2025-09-11
T0828,1112,1112-828,Volvo,VNL,2023,MN-663L19,TRAVECTIO00828VIN,8.25,3.56,0.74,0.19,2814.46,0.432,1.643,549978,323,active,2025-09-11
T0829,1107,1107-829,International,LT,2014,TN-633C74,TRAVECTIO00829VIN,7.49,3.05,0.64,0.12,1912.0,0.407,1.358,424205,414,active,2025-09-11
T0830,1069,1069-830,Volvo,VNL,2019,WI-513C54,TRAVECTIO00830VIN,7.36,4.08,0.79,0.19,1933.72,0.554,1.727,562326,449,active,2025-09-11
T0831,1069,1069-831,Peterbilt,579,2021,VA-439L47,TRAVECTIO00831VIN,6.82,3.69,0.68,0.16,1938.82,0.541,1.575,482166,444,active,2025-09-11
T0832,1076,1076-832,International,LT,2019,IL-674Y93,TRAVECTIO00832VIN,6.76,4.01,0.69,0.13,2257.32,0.593,1.639,239347,317,active,2025-09-11
T0833,1022,1022-833,Freightliner,Cascadia,2021,PA-556H92,TRAVECTIO00833VIN,7.18,3.75,0.81,0.21,2104.88,0.522,1.752,320456,469,standby,2025-09-11
T0834,1113,1113-834,International,LT,2014,GA-798K58,TRAVECTIO00834VIN,7.7,3.6,0.89,0.17,1870.47,0.468,1.715,183626,254,active,2025-09-11
T0835,1051,1051-835,Volvo,VNL,2015,WI-841J13,TRAVECTIO00835VIN,6.6,3.59,0.75,0.25,2034.63,0.544,1.747,415145,476,standby,2025-09-11
T0836,1050,1050-836,Kenworth,T680,2019,UT-620O72,TRAVECTIO00836VIN,7.94,4.5,0.51,0.2,2313.9,0.567,1.508,575807,372,active,2025-09-11
T0837,1062,1062-837,Kenworth,T680,2021,TX-428Q20,TRAVECTIO00837VIN,8.2,4.3,0.88,0.2,2427.31,0.524,1.847,150862,335,active,2025-09-11
T0838,1003,1003-838,Peterbilt,579,2023,WI-646A90,TRAVECTIO00838VIN,7.76,3.72,0.62,0.27,2110.61,0.479,1.58,651779,300,active,2025-09-11
T0839,1020,1020-839,Peterbilt,579,2021,OK-892G97,TRAVECTIO00839VIN,6.92,3.76,0.81,0.22,2445.98,0.543,1.818,489830,644,shop,2025-09-11
T0840,1088,1088-840,Freightliner,Cascadia,2014,WI-948W65,TRAVECTIO00840VIN,5.98,3.4,0.56,0.11,2042.76,0.569,1.443,329842,297,active,2025-09-11
T0841,1009,1009-841,Mack,Anthem,2021,SC-124O52,TRAVECTIO00841VIN,6.04,4.18,0.73,0.22,1997.52,0.692,1.842,358041,356,active,2025-09-11
T0842,1070,1070-842,Freightliner,Cascadia,2012,GA-282Z42,TRAVECTIO00842VIN,7.09,3.32,0.79,0.2,1246.04,0.468,1.583,697706,394,standby,2025-09-11
T0843,1033,1033-843,Freightliner,Cascadia,2020,NM-333I62,TRAVECTIO00843VIN,7.46,3.93,0.95,0.07,2318.89,0.527,1.779,499633,572,shop,2025-09-11
T0844,1050,1050-844,Volvo,VNL,2021,OH-543K12,TRAVECTIO00844VIN,7.03,4.58,0.75,0.18,1948.32,0.651,1.776,183889,274,shop,2025-09-11
T0845,1035,1035-845,Mack,Anthem,2012,WI-106U89,TRAVECTIO00845VIN,5.92,4.29,0.79,0.22,2548.86,0.725,1.99,430302,488,active,2025-09-11
T0846,1045,1045-846,Mack,Anthem,2020,GA-817C55,TRAVECTIO00846VIN,6.81,4.02,0.83,0.16,2093.76,0.59,1.789,567171,278,standby,2025-09-11
T0847,1086,1086-847,Freightliner,Cascadia,2015,UT-802J87,TRAVECTIO00847VIN,5.92,4.24,0.7,0.22,2164.58,0.716,1.852,377128,361,active,2025-09-11
T0848,1035,1035-848,Kenworth,T680,2023,MA-548M60,TRAVECTIO00848VIN,7.92,4.54,0.72,0.24,2828.96,0.573,1.816,336125,298,active,2025-09-11
T0849,1069,1069-849,Volvo,VNL,2013,WI-325E60,TRAVECTIO00849VIN,4.92,4.59,0.73,0.13,1854.41,0.933,1.978,533419,346,standby,2025-09-11
T0850,1054,1054-850,Kenworth,T680,2021,SC-405V92,TRAVECTIO00850VIN,5.76,4.15,0.65,0.07,1626.51,0.72,1.603,279125,396,active,2025-09-11
T0851,1076,1076-851,Freightliner,Cascadia,2019,NY-668E25,TRAVECTIO00851VIN,5.23,3.48,0.68,0.28,2199.05,0.665,1.845,670067,301,active,2025-09-11
T0852,1114,1114-852,Freightliner,Cascadia,2020,IA-503R80,TRAVECTIO00852VIN,7.25,4.26,0.57,0.18,1961.01,0.588,1.534,429258,340,active,2025-09-11
T0853,1088,1088-853,Kenworth,T680,2014,CA-859X54,TRAVECTIO00853VIN,7.15,3.74,0.76,0.2,1739.2,0.523,1.657,308802,463,active,2025-09-11
T0854,1028,1028-854,Volvo,VNL,2021,NY-624E30,TRAVECTIO00854VIN,5.38,3.8,0.67,0.15,2096.8,0.706,1.736,674528,303,active,2025-09-11
T0855,1001,1001-855,Peterbilt,579,2020,NM-358G24,TRAVECTIO00855VIN,8.75,4.15,0.81,0.31,2236.82,0.474,1.818,330768,279,active,2025-09-11
T0856,1034,1034-856,Mack,Anthem,2023,MN-972B80,TRAVECTIO00856VIN,6.2,4.01,0.75,0.26,1509.69,0.647,1.808,468168,353,shop,2025-09-11
T0857,1069,1069-857,Mack,Anthem,2019,AL-397V18,TRAVECTIO00857VIN,6.31,4.31,0.97,0.28,1869.67,0.683,2.12,480810,378,active,2025-09-11
T0858,1004,1004-858,Freightliner,Cascadia,2014,CA-694P52,TRAVECTIO00858VIN,7.62,4.38,0.69,0.11,1877.6,0.575,1.563,499087,439,active,2025-09-11
T0859,1055,1055-859,Peterbilt,579,2021,OK-340D46,TRAVECTIO00859VIN,5.72,3.84,0.64,0.21,1661.1,0.671,1.687,361982,352,standby,2025-09-11
T0860,1069,1069-860,Freightliner,Cascadia,2014,VA-597O52,TRAVECTIO00860VIN,5.5,4.07,0.66,0.17,2182.29,0.74,1.788,471635,306,standby,2025-09-11
T0861,1043,1043-861,Mack,Anthem,2015,AZ-698E82,TRAVECTIO00861VIN,5.62,4.63,0.74,0.23,1946.69,0.824,1.989,873486,267,standby,2025-09-11
T0862,1092,1092-862,Kenworth,T680,2023,VA-538F10,TRAVECTIO00862VIN,7.16,3.75,0.66,0.12,1984.48,0.524,1.502,445045,247,active,2025-09-11
T0863,1011,1011-863,Peterbilt,579,2023,LA-829X92,TRAVECTIO00863VIN,7.56,4.02,0.69,0.16,2368.97,0.532,1.619,484507,275,shop,2025-09-11
T0864,1008,1008-864,Kenworth,T680,2024,PA-237V52,TRAVECTIO00864VIN,6.51,3.7,0.5,0.25,1843.77,0.568,1.502,367615,484,shop,2025-09-11
T0865,1087,1087-865,Volvo,VNL,2018,PA-893J72,TRAVECTIO00865VIN,7.66,3.55,1.06,0.27,1764.64,0.463,1.969,446217,403,standby,2025-09-11
T0866,1055,1055-866,Freightliner,Cascadia,2013,OK-721C45,TRAVECTIO00866VIN,6.3,4.15,0.51,0.11,1913.13,0.659,1.47,452531,278,active,2025-09-11
T0867,1080,1080-867,International,LT,2014,MS-851U19,TRAVECTIO00867VIN,6.75,3.62,0.85,0.19,1887.06,0.536,1.765,448840,459,active,2025-09-11
T0868,1052,1052-868,Freightliner,Cascadia,2024,MO-746A84,TRAVECTIO00868VIN,7.18,4.51,0.7,0.11,2016.06,0.628,1.64,398522,466,standby,2025-09-11
T0869,1033,1033-869,Volvo,VNL,2023,MN-317B80,TRAVECTIO00869VIN,7.84,4.34,0.88,0.09,1482.32,0.554,1.672,557774,346,active,2025-09-11
T0870,1097,1097-870,International,LT,2019,IL-769Y29,TRAVECTIO00870VIN,7.36,3.53,0.57,0.15,2668.47,0.48,1.467,330228,222,active,2025-09-11
T0871,1094,1094-871,Volvo,VNL,2014,NJ-890S47,TRAVECTIO00871VIN,6.88,4.63,0.76,0.24,3266.76,0.673,2.0,477851,424,active,2025-09-11
T0872,1081,1081-872,Volvo,VNL,2019,MO-192M56,TRAVECTIO00872VIN,6.53,4.07,0.68,0.18,2414.99,0.623,1.724,442988,454,standby,2025-09-11
T0873,1034,1034-873,Freightliner,Cascadia,2021,LA-968Z88,TRAVECTIO00873VIN,5.95,3.98,0.89,0.25,2964.8,0.669,2.105,452931,408,active,2025-09-11
T0874,1069,1069-874,International,LT,2013,IN-263F82,TRAVECTIO00874VIN,7.6,4.55,0.59,0.25,1419.36,0.599,1.581,416773,319,standby,2025-09-11
T0875,1045,1045-875,Mack,Anthem,2024,SC-853X71,TRAVECTIO00875VIN,5.8,3.81,1.0,0.18,1639.05,0.657,2.001,443045,432,active,2025-09-11
T0876,1009,1009-876,Freightliner,Cascadia,2014,NV-599H18,TRAVECTIO00876VIN,7.57,4.33,0.67,0.17,2629.45,0.572,1.675,542283,332,active,2025-09-11
T0877,1113,1113-877,Kenworth,T680,2014,GA-784G76,TRAVECTIO00877VIN,6.8,4.14,0.54,0.22,2514.07,0.609,1.62,421953,443,active,2025-09-11
T0878,1012,1012-878,Volvo,VNL,2018,MA-565B15,TRAVECTIO00878VIN,7.42,4.56,0.91,0.25,2741.38,0.615,2.049,484965,382,active,2025-09-11
T0879,1115,1115-879,Freightliner,Cascadia,2022,MO-748I43,TRAVECTIO00879VIN,7.5,4.26,0.8,0.18,2076.37,0.568,1.756,347528,496,standby,2025-09-11
T0880,1052,1052-880,International,LT,2020,TN-485U58,TRAVECTIO00880VIN,6.84,4.72,0.68,0.18,1549.8,0.69,1.705,586485,415,active,2025-09-11
T0881,1024,1024-881,International,LT,2021,NJ-955C76,TRAVECTIO00881VIN,7.05,3.61,0.79,0.11,1737.22,0.512,1.586,386174,425,active,2025-09-11
T0882,1065,1065-882,Volvo,VNL,2014,MO-515L54,TRAVECTIO00882VIN,6.01,4.56,0.56,0.13,2689.57,0.759,1.718,175706,309,shop,2025-09-11
T0883,1107,1107-883,Volvo,VNL,2020,FL-613E66,TRAVECTIO00883VIN,7.41,3.86,0.57,0.22,2384.32,0.521,1.549,383386,381,active,2025-09-11
T0884,1088,1088-884,Peterbilt,579,2012,MO-758I37,TRAVECTIO00884VIN,6.73,3.55,0.87,0.2,1738.77,0.527,1.771,576005,409,active,2025-09-11
T0885,1095,1095-885,Peterbilt,579,2013,PA-716W25,TRAVECTIO00885VIN,6.91,3.4,0.75,0.28,2091.85,0.492,1.731,532434,518,active,2025-09-11
T0886,1076,1076-886,Volvo,VNL,2023,VA-837D71,TRAVECTIO00886VIN,7.28,3.75,0.78,0.13,2246.85,0.515,1.65,403873,361,shop,2025-09-11
T0887,1081,1081-887,Volvo,VNL,2014,MN-265U62,TRAVECTIO00887VIN,8.08,3.27,0.64,0.11,2682.33,0.405,1.423,591593,445,active,2025-09-11
T0888,1104,1104-888,Peterbilt,579,2011,SC-687S30,TRAVECTIO00888VIN,7.8,4.28,0.82,0.17,3023.94,0.549,1.841,491151,491,active,2025-09-11
T0889,1033,1033-889,Mack,Anthem,2019,GA-686E17,TRAVECTIO00889VIN,6.18,3.77,0.5,0.19,2076.42,0.61,1.508,223664,384,active,2025-09-11
T0890,1055,1055-890,Kenworth,T680,2013,MO-515T82,TRAVECTIO00890VIN,7.49,3.83,0.57,0.24,2870.85,0.511,1.608,531016,225,active,2025-09-11
T0891,1030,1030-891,Mack,Anthem,2022,CO-941J20,TRAVECTIO00891VIN,8.97,3.98,0.58,0.17,1849.01,0.444,1.379,434711,389,active,2025-09-11
T0892,1118,1118-892,Volvo,VNL,2020,IL-988P31,TRAVECTIO00892VIN,6.56,4.22,0.52,0.17,2044.95,0.643,1.537,165902,411,active,2025-09-11
T0893,1115,1115-893,Volvo,VNL,2020,SC-913S33,TRAVECTIO00893VIN,6.02,4.06,0.64,0.23,2725.63,0.674,1.817,397993,537,standby,2025-09-11
T0894,1002,1002-894,Mack,Anthem,2019,MS-271X97,TRAVECTIO00894VIN,6.51,3.71,0.7,0.14,2474.9,0.57,1.657,392659,375,active,2025-09-11
T0895,1084,1084-895,Volvo,VNL,2020,MN-170H58,TRAVECTIO00895VIN,7.87,3.32,0.82,0.19,2209.23,0.422,1.653,607183,373,shop,2025-09-11
T0896,1113,1113-896,Peterbilt,579,2012,FL-307Q74,TRAVECTIO00896VIN,6.65,4.21,0.7,0.21,2239.73,0.633,1.767,371696,324,shop,2025-09-11
T0897,1023,1023-897,Peterbilt,579,2020,NC-281P88,TRAVECTIO00897VIN,6.38,4.47,0.8,0.18,911.59,0.701,1.772,248295,407,standby,2025-09-11
T0898,1069,1069-898,Freightliner,Cascadia,2023,WI-615Y25,TRAVECTIO00898VIN,7.18,4.21,0.91,0.14,1139.27,0.586,1.75,532388,446,active,2025-09-11
T0899,1113,1113-899,Volvo,VNL,2021,SC-717R10,TRAVECTIO00899VIN,6.1,4.23,0.5,0.24,2045.8,0.693,1.638,356994,303,shop,2025-09-11
T0900,1002,1002-900,International,LT,2017,PA-995B99,TRAVECTIO00900VIN,6.48,4.1,0.82,0.11,2177.09,0.633,1.781,360913,369,standby,2025-09-11
T0901,1081,1081-901,Volvo,VNL,2014,UT-593Z58,TRAVECTIO00901VIN,8.32,3.96,0.75,0.16,2634.09,0.476,1.649,420393,364,active,2025-09-11
T0902,1035,1035-902,International,LT,2023,CA-879W83,TRAVECTIO00902VIN,7.28,4.48,0.89,0.13,2343.87,0.615,1.869,400244,314,active,2025-09-11
T0903,1113,1113-903,Volvo,VNL,2013,MS-588Y39,TRAVECTIO00903VIN,7.05,3.87,0.64,0.18,2491.91,0.549,1.618,532422,194,active,2025-09-11
T0904,1116,1116-904,Kenworth,T680,2020,NJ-656N42,TRAVECTIO00904VIN,8.5,3.9,0.77,0.18,1389.98,0.459,1.548,440172,469,active,2025-09-11
T0905,1115,1115-905,Freightliner,Cascadia,2022,CA-908A83,TRAVECTIO00905VIN,7.4,4.1,0.74,0.27,2380.06,0.554,1.802,272496,392,standby,2025-09-11
T0906,1054,1054-906,Freightliner,Cascadia,2019,FL-484U36,TRAVECTIO00906VIN,6.85,4.28,0.54,0.19,1862.46,0.625,1.541,483747,514,active,2025-09-11
T0907,1104,1104-907,Volvo,VNL,2016,NC-258N93,TRAVECTIO00907VIN,5.78,4.4,0.7,0.12,3146.97,0.761,1.896,401163,381,standby,2025-09-11
T0908,1104,1104-908,Kenworth,T680,2015,NY-648N82,TRAVECTIO00908VIN,7.25,3.79,0.62,0.09,2822.08,0.523,1.515,582805,175,active,2025-09-11
T0909,1039,1039-909,International,LT,2015,CO-506Y36,TRAVECTIO00909VIN,6.64,5.09,0.62,0.18,2195.18,0.767,1.787,443903,394,shop,2025-09-11
T0910,1101,1101-910,International,LT,2023,WI-594F57,TRAVECTIO00910VIN,7.33,3.64,0.78,0.22,2875.02,0.497,1.785,374622,495,standby,2025-09-11
T0911,1002,1002-911,International,LT,2018,MS-414S54,TRAVECTIO00911VIN,6.59,4.1,0.63,0.21,1826.76,0.622,1.645,396767,303,shop,2025-09-11
T0912,1069,1069-912,Mack,Anthem,2013,NY-984V25,TRAVECTIO00912VIN,6.29,4.24,0.74,0.18,1948.38,0.674,1.789,219918,247,active,2025-09-11
T0913,1033,1033-913,Volvo,VNL,2023,AZ-265D37,TRAVECTIO00913VIN,7.07,3.74,0.87,0.22,2622.69,0.529,1.881,668372,372,standby,2025-09-11
T0914,1011,1011-914,Volvo,VNL,2023,VA-920R88,TRAVECTIO00914VIN,7.32,3.8,0.99,0.18,3180.95,0.519,2.007,496390,502,active,2025-09-11
T0915,1008,1008-915,Peterbilt,579,2017,OK-105Z21,TRAVECTIO00915VIN,6.68,3.77,0.76,0.19,2549.6,0.564,1.769,349887,225,active,2025-09-11
T0916,1081,1081-916,Volvo,VNL,2020,MI-190C43,TRAVECTIO00916VIN,6.99,4.32,0.92,0.14,2109.68,0.618,1.889,323435,373,active,2025-09-11
T0917,1043,1043-917,Kenworth,T680,2012,IA-138X59,TRAVECTIO00917VIN,6.73,4.27,0.91,0.28,1890.01,0.634,2.013,445302,492,shop,2025-09-11
T0918,1087,1087-918,International,LT,2021,MO-393W86,TRAVECTIO00918VIN,5.95,4.38,0.85,0.18,2618.91,0.736,2.028,95490,322,active,2025-09-11
T0919,1007,1007-919,Peterbilt,579,2021,IL-549A35,TRAVECTIO00919VIN,6.3,3.66,0.7,0.14,2248.9,0.581,1.646,322943,315,standby,2025-09-11
T0920,1039,1039-920,Kenworth,T680,2014,GA-902T75,TRAVECTIO00920VIN,7.7,3.77,0.7,0.2,1994.02,0.49,1.589,504749,120,standby,2025-09-11
T0921,1065,1065-921,Mack,Anthem,2014,IA-273V14,TRAVECTIO00921VIN,7.62,4.5,0.63,0.16,1779.93,0.591,1.559,359279,400,active,2025-09-11
T0922,1094,1094-922,Peterbilt,579,2021,FL-261C45,TRAVECTIO00922VIN,5.24,3.61,0.64,0.24,2815.68,0.689,1.851,492640,217,shop,2025-09-11
T0923,1039,1039-923,Kenworth,T680,2021,OH-515S35,TRAVECTIO00923VIN,7.31,3.96,0.78,0.2,2017.81,0.542,1.724,534911,486,standby,2025-09-11
T0924,1073,1073-924,Freightliner,Cascadia,2022,AZ-170C80,TRAVECTIO00924VIN,7.13,3.52,1.1,0.22,2010.54,0.494,2.015,734314,505,active,2025-09-11
T0925,1110,1110-925,Mack,Anthem,2024,WI-696L54,TRAVECTIO00925VIN,6.99,4.11,0.54,0.18,2185.37,0.588,1.527,595280,326,active,2025-09-11
T0926,1071,1071-926,Peterbilt,579,2020,TX-565M83,TRAVECTIO00926VIN,7.13,4.3,0.7,0.13,1836.13,0.603,1.617,351340,264,active,2025-09-11
T0927,1033,1033-927,Kenworth,T680,2013,MI-618D81,TRAVECTIO00927VIN,6.08,4.5,0.77,0.15,1833.81,0.74,1.843,591463,498,active,2025-09-11
T0928,1001,1001-928,International,LT,2015,VA-219Z75,TRAVECTIO00928VIN,7.49,4.11,0.61,0.28,2107.58,0.549,1.65,358839,439,active,2025-09-11
T0929,1107,1107-929,International,LT,2024,UT-688I98,TRAVECTIO00929VIN,7.65,3.81,0.84,0.27,2615.21,0.498,1.87,393678,264,shop,2025-09-11
T0930,1001,1001-930,Volvo,VNL,2020,IL-888H53,TRAVECTIO00930VIN,6.4,4.07,0.7,0.08,2223.29,0.636,1.638,506457,557,shop,2025-09-11
T0931,1107,1107-931,Mack,Anthem,2018,NJ-700A71,TRAVECTIO00931VIN,7.17,4.21,0.8,0.23,2428.98,0.587,1.86,497444,351,active,2025-09-11
T0932,1062,1062-932,Kenworth,T680,2012,OH-748Z38,TRAVECTIO00932VIN,6.16,3.91,0.71,0.2,2325.65,0.635,1.778,502698,454,active,2025-09-11
T0933,1115,1115-933,Kenworth,T680,2017,PA-628R11,TRAVECTIO00933VIN,7.83,4.03,0.71,0.18,1676.89,0.515,1.573,229707,504,active,2025-09-11
T0934,1094,1094-934,Peterbilt,579,2015,AL-508V53,TRAVECTIO00934VIN,6.91,4.13,0.67,0.21,2746.21,0.598,1.753,436816,363,active,2025-09-11
T0935,1119,1119-935,International,LT,2013,IL-421L37,TRAVECTIO00935VIN,6.18,4.58,0.83,0.09,2049.8,0.741,1.866,591598,474,standby,2025-09-11
T0936,1044,1044-936,Kenworth,T680,2013,CA-799G73,TRAVECTIO00936VIN,6.88,3.92,1.02,0.09,2360.0,0.57,1.916,543843,297,active,2025-09-11
T0937,1091,1091-937,Peterbilt,579,2022,LA-993I36,TRAVECTIO00937VIN,6.78,3.91,0.75,0.12,2028.67,0.577,1.65,573501,218,active,2025-09-11
T0938,1050,1050-938,Peterbilt,579,2024,LA-956T55,TRAVECTIO00938VIN,7.23,3.89,0.77,0.1,1731.63,0.538,1.581,454765,251,active,2025-09-11
